Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Worked for 3 months or more but less than 6 months -  Persons,Worked for 3 months or more but less than 6 months - Males,Worked for 3 months or more but less than 6 months - Females,Worked for less than 3 months - Persons,Worked for less than 3 months - Males,Worked for less than 3 months - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0706,`33,`602,District - Thiruvallur,Urban,Total,105583,63198,42385,17303,10822,6481,2253,1394,859,6465,3529,2936,2193,1605,588,94,84,10,4837,2403,2434,16719,12527,4192,520,440,80,15759,12863,2896,51,48,3,7650,5863,1787,5331,5072,259,1812,1416,396,24,22,2,2267,1632,635,1877,1526,351,6600,5217,1383,2784,875,1909,3655,1007,2648,41995,16497,25498
B0706,`33,`602,District - Thiruvallur,Urban,`5-9,3080,1613,1467,49,20,29,100,51,49,31,15,16,28,19,9,0,0,0,115,63,52,6,3,3,0,0,0,25,22,3,0,0,0,24,21,3,9,6,3,0,0,0,0,0,0,6,6,0,0,0,0,15,3,12,23,14,9,57,20,37,2690,1390,1300
B0706,`33,`602,District - Thiruvallur,Urban,`10-14,4259,2085,2174,119,66,53,86,45,41,46,27,19,42,28,14,0,0,0,111,49,62,75,44,31,12,6,6,39,31,8,0,0,0,26,26,0,20,18,2,7,7,0,0,0,0,6,3,3,8,8,0,22,14,8,28,8,20,100,42,58,3750,1795,1955
B0706,`33,`602,District - Thiruvallur,Urban,15-19,8068,4594,3474,965,623,342,155,86,69,296,157,139,100,59,41,2,2,0,196,87,109,968,608,360,30,24,6,564,469,95,0,0,0,384,259,125,98,89,9,44,35,9,2,2,0,62,24,38,26,24,2,201,143,58,81,42,39,185,85,100,5639,3022,2617
B0706,`33,`602,District - Thiruvallur,Urban,20-24,14393,8389,6004,2248,1459,789,253,143,110,531,292,239,154,102,52,3,3,0,471,204,267,2607,1890,717,75,55,20,1485,1247,238,12,12,0,794,622,172,566,527,39,142,135,7,8,8,0,635,399,236,238,153,85,791,553,238,369,104,265,338,83,255,7169,3316,3853
B0706,`33,`602,District - Thiruvallur,Urban,25-29,15101,8998,6103,2302,1398,904,253,135,118,806,422,384,272,223,49,6,6,0,609,277,332,3013,2200,813,33,31,2,2121,1755,366,9,9,0,1041,895,146,864,837,27,209,167,42,3,3,0,643,434,209,307,228,79,1005,745,260,475,159,316,459,125,334,5275,1745,3530
B0706,`33,`602,District - Thiruvallur,Urban,30-34,12605,7459,5146,2194,1374,820,247,150,97,742,399,343,205,135,70,14,14,0,635,298,337,2570,1915,655,52,44,8,2135,1737,398,6,6,0,922,733,189,892,850,42,220,179,41,0,0,0,404,331,73,275,216,59,989,758,231,469,171,298,417,88,329,3605,809,2796
B0706,`33,`602,District - Thiruvallur,Urban,35-39,11758,7024,4734,2180,1208,972,232,134,98,910,474,436,273,177,96,19,15,4,609,272,337,2170,1564,606,73,69,4,2349,1894,455,12,9,3,1069,770,299,826,798,28,276,206,70,8,6,2,196,173,23,258,202,56,817,612,205,414,135,279,474,98,376,2953,624,2329
B0706,`33,`602,District - Thiruvallur,Urban,40-49,18152,11298,6854,3536,2246,1290,379,248,131,1530,824,706,498,379,119,27,23,4,1091,605,486,3177,2503,674,150,127,23,3872,3127,745,9,9,0,1691,1311,380,1265,1209,56,453,337,116,0,0,0,153,133,20,430,386,44,1319,1092,227,515,117,398,747,172,575,4382,942,3440
B0706,`33,`602,District - Thiruvallur,Urban,50-59,10728,6937,3791,2103,1358,745,290,214,76,930,534,396,322,243,79,17,15,2,593,334,259,1469,1231,238,67,58,9,2020,1652,368,3,3,0,999,752,247,603,571,32,285,221,64,3,3,0,123,101,22,210,191,19,1002,897,105,295,83,212,505,148,357,3095,1044,2051
B0706,`33,`602,District - Thiruvallur,Urban,60-69,5120,3375,1745,1154,773,381,159,115,44,477,283,194,232,190,42,6,6,0,317,175,142,505,436,69,19,17,2,858,689,169,0,0,0,543,387,156,138,128,10,130,94,36,0,0,0,21,13,8,77,70,7,304,278,26,89,33,56,249,104,145,2150,1130,1020
B0706,`33,`602,District - Thiruvallur,Urban,70-79,1654,1028,626,370,246,124,73,54,19,123,81,42,52,44,8,0,0,0,81,36,45,112,97,15,3,3,0,225,189,36,0,0,0,109,53,56,33,25,8,38,27,11,0,0,0,12,12,0,30,30,0,114,104,10,15,6,9,93,30,63,911,483,428
B0706,`33,`602,District - Thiruvallur,Urban,80+,527,315,212,72,43,29,25,18,7,34,16,18,15,6,9,0,0,0,9,3,6,42,33,9,3,3,0,47,34,13,0,0,0,34,20,14,14,11,3,8,8,0,0,0,0,6,3,3,9,9,0,21,18,3,8,3,5,26,12,14,298,161,137
B0706,`33,`602,District - Thiruvallur,Urban,Age not stated,138,83,55,11,8,3,1,1,0,9,5,4,0,0,0,0,0,0,0,0,0,5,3,2,3,3,0,19,17,2,0,0,0,14,14,0,3,3,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,3,0,3,5,0,5,78,36,42
B0706,`33,`603,District - Chennai,Total,Total,176499,99794,76705,22233,13420,8813,4244,2188,2056,3423,1830,1593,1129,1010,119,71,55,16,2675,1477,1198,16593,12498,4095,468,395,73,17671,15302,2369,28,28,0,16045,12871,3174,8426,7970,456,2996,2281,715,63,38,25,6198,4490,1708,4403,3427,976,12993,9832,3161,4981,1644,3337,5370,1102,4268,90955,34776,56179
B0706,`33,`603,District - Chennai,Total,`5-9,7221,3581,3640,153,87,66,175,85,90,41,24,17,3,3,0,3,0,3,5,5,0,33,23,10,0,0,0,17,12,5,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,3,3,0,2,2,0,24,18,6,29,6,23,77,34,43,6947,3438,3509
B0706,`33,`603,District - Chennai,Total,`10-14,9239,4854,4385,277,148,129,203,102,101,59,34,25,6,6,0,0,0,0,19,13,6,86,42,44,0,0,0,83,60,23,0,0,0,127,99,28,15,15,0,11,6,5,0,0,0,11,11,0,12,9,3,52,31,21,50,21,29,92,37,55,8690,4516,4174
B0706,`33,`603,District - Chennai,Total,15-19,15570,8444,7126,1288,834,454,384,180,204,225,108,117,23,20,3,0,0,0,65,38,27,791,488,303,16,16,0,642,570,72,0,0,0,802,574,228,154,129,25,115,99,16,0,0,0,108,70,38,90,78,12,301,198,103,132,66,66,259,132,127,12751,6512,6239
B0706,`33,`603,District - Chennai,Total,20-24,25058,13723,11335,2931,1873,1058,630,282,348,391,187,204,92,78,14,0,0,0,160,101,59,2389,1665,724,45,43,2,1786,1563,223,6,6,0,1777,1337,440,807,762,45,284,239,45,17,12,5,1538,948,590,482,286,196,1765,1137,628,566,177,389,477,112,365,14777,6661,8116
B0706,`33,`603,District - Chennai,Total,25-29,24175,13596,10579,3069,1850,1219,541,263,278,493,268,225,132,115,17,11,11,0,362,208,154,2643,1955,688,48,42,6,2539,2221,318,5,5,0,2152,1759,393,1303,1237,66,356,321,35,14,11,3,1714,1172,542,731,524,207,2136,1572,564,823,282,541,724,126,598,10517,3354,7163
B0706,`33,`603,District - Chennai,Total,30-34,19000,10639,8361,2806,1680,1126,409,220,189,436,226,210,147,133,14,12,9,3,318,183,135,2360,1735,625,44,38,6,2369,2055,314,3,3,0,2039,1707,332,1284,1225,59,309,248,61,3,0,3,1097,879,218,614,469,145,1640,1209,431,789,229,560,693,77,616,7240,1674,5566
B0706,`33,`603,District - Chennai,Total,35-39,17911,10239,7672,2749,1522,1227,392,197,195,415,223,192,176,158,18,9,6,3,404,190,214,2463,1862,601,70,58,12,2693,2323,370,3,3,0,2156,1747,409,1253,1206,47,467,349,118,9,6,3,683,547,136,498,402,96,1404,1063,341,657,176,481,672,88,584,6236,1157,5079
B0706,`33,`603,District - Chennai,Total,40-49,27324,16132,11192,4327,2563,1764,607,344,263,638,355,283,267,250,17,16,11,5,729,383,346,3344,2625,719,135,108,27,4316,3735,581,6,6,0,3385,2773,612,2218,2087,131,740,502,238,13,9,4,598,492,106,837,680,157,2639,2043,596,1046,351,695,1074,169,905,9043,1772,7271
B0706,`33,`603,District - Chennai,Total,50-59,16922,10131,6791,2379,1479,900,440,230,210,403,217,186,186,158,28,12,12,0,363,199,164,1597,1369,228,79,63,16,2089,1818,271,5,5,0,2223,1823,400,1032,968,64,494,370,124,7,0,7,269,224,45,756,635,121,1931,1615,316,594,206,388,667,150,517,6154,1548,4606
B0706,`33,`603,District - Chennai,Total,60-69,8879,5260,3619,1498,881,617,273,170,103,220,122,98,71,71,0,5,3,2,165,102,63,605,490,115,22,18,4,844,709,135,0,0,0,965,734,231,248,237,11,164,110,54,0,0,0,110,92,18,273,249,24,752,634,118,200,80,120,437,125,312,5023,2195,2828
B0706,`33,`603,District - Chennai,Total,70-79,3658,2326,1332,558,384,174,133,82,51,75,49,26,24,18,6,3,3,0,70,49,21,210,191,19,3,3,0,205,170,35,0,0,0,322,242,80,86,82,4,44,29,15,0,0,0,39,34,5,86,75,11,238,213,25,76,42,34,139,35,104,2463,1393,1070
B0706,`33,`603,District - Chennai,Total,80+,1258,711,547,178,106,72,49,28,21,26,16,10,2,0,2,0,0,0,12,6,6,54,42,12,0,0,0,55,39,16,0,0,0,69,55,14,16,14,2,7,3,4,0,0,0,19,12,7,22,18,4,82,75,7,13,5,8,59,17,42,951,487,464
B0706,`33,`603,District - Chennai,Total,Age not stated,284,158,126,20,13,7,8,5,3,1,1,0,0,0,0,0,0,0,3,0,3,18,11,7,6,6,0,33,27,6,0,0,0,13,6,7,10,8,2,5,5,0,0,0,0,9,6,3,0,0,0,29,24,5,6,3,3,0,0,0,163,69,94
B0706,`33,`603,District - Chennai,Rural,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`603,District - Chennai,Rural,`5-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`603,District - Chennai,Rural,`10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`603,District - Chennai,Rural,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`603,District - Chennai,Rural,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`603,District - Chennai,Rural,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`603,District - Chennai,Rural,30-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`603,District - Chennai,Rural,35-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`603,District - Chennai,Rural,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`603,District - Chennai,Rural,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`603,District - Chennai,Rural,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`603,District - Chennai,Rural,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`603,District - Chennai,Rural,80+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`603,District - Chennai,Rural,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`603,District - Chennai,Urban,Total,176499,99794,76705,22233,13420,8813,4244,2188,2056,3423,1830,1593,1129,1010,119,71,55,16,2675,1477,1198,16593,12498,4095,468,395,73,17671,15302,2369,28,28,0,16045,12871,3174,8426,7970,456,2996,2281,715,63,38,25,6198,4490,1708,4403,3427,976,12993,9832,3161,4981,1644,3337,5370,1102,4268,90955,34776,56179
B0706,`33,`603,District - Chennai,Urban,`5-9,7221,3581,3640,153,87,66,175,85,90,41,24,17,3,3,0,3,0,3,5,5,0,33,23,10,0,0,0,17,12,5,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,3,3,0,2,2,0,24,18,6,29,6,23,77,34,43,6947,3438,3509
B0706,`33,`603,District - Chennai,Urban,`10-14,9239,4854,4385,277,148,129,203,102,101,59,34,25,6,6,0,0,0,0,19,13,6,86,42,44,0,0,0,83,60,23,0,0,0,127,99,28,15,15,0,11,6,5,0,0,0,11,11,0,12,9,3,52,31,21,50,21,29,92,37,55,8690,4516,4174
B0706,`33,`603,District - Chennai,Urban,15-19,15570,8444,7126,1288,834,454,384,180,204,225,108,117,23,20,3,0,0,0,65,38,27,791,488,303,16,16,0,642,570,72,0,0,0,802,574,228,154,129,25,115,99,16,0,0,0,108,70,38,90,78,12,301,198,103,132,66,66,259,132,127,12751,6512,6239
B0706,`33,`603,District - Chennai,Urban,20-24,25058,13723,11335,2931,1873,1058,630,282,348,391,187,204,92,78,14,0,0,0,160,101,59,2389,1665,724,45,43,2,1786,1563,223,6,6,0,1777,1337,440,807,762,45,284,239,45,17,12,5,1538,948,590,482,286,196,1765,1137,628,566,177,389,477,112,365,14777,6661,8116
B0706,`33,`603,District - Chennai,Urban,25-29,24175,13596,10579,3069,1850,1219,541,263,278,493,268,225,132,115,17,11,11,0,362,208,154,2643,1955,688,48,42,6,2539,2221,318,5,5,0,2152,1759,393,1303,1237,66,356,321,35,14,11,3,1714,1172,542,731,524,207,2136,1572,564,823,282,541,724,126,598,10517,3354,7163
B0706,`33,`603,District - Chennai,Urban,30-34,19000,10639,8361,2806,1680,1126,409,220,189,436,226,210,147,133,14,12,9,3,318,183,135,2360,1735,625,44,38,6,2369,2055,314,3,3,0,2039,1707,332,1284,1225,59,309,248,61,3,0,3,1097,879,218,614,469,145,1640,1209,431,789,229,560,693,77,616,7240,1674,5566
B0706,`33,`603,District - Chennai,Urban,35-39,17911,10239,7672,2749,1522,1227,392,197,195,415,223,192,176,158,18,9,6,3,404,190,214,2463,1862,601,70,58,12,2693,2323,370,3,3,0,2156,1747,409,1253,1206,47,467,349,118,9,6,3,683,547,136,498,402,96,1404,1063,341,657,176,481,672,88,584,6236,1157,5079
B0706,`33,`603,District - Chennai,Urban,40-49,27324,16132,11192,4327,2563,1764,607,344,263,638,355,283,267,250,17,16,11,5,729,383,346,3344,2625,719,135,108,27,4316,3735,581,6,6,0,3385,2773,612,2218,2087,131,740,502,238,13,9,4,598,492,106,837,680,157,2639,2043,596,1046,351,695,1074,169,905,9043,1772,7271
B0706,`33,`603,District - Chennai,Urban,50-59,16922,10131,6791,2379,1479,900,440,230,210,403,217,186,186,158,28,12,12,0,363,199,164,1597,1369,228,79,63,16,2089,1818,271,5,5,0,2223,1823,400,1032,968,64,494,370,124,7,0,7,269,224,45,756,635,121,1931,1615,316,594,206,388,667,150,517,6154,1548,4606
B0706,`33,`603,District - Chennai,Urban,60-69,8879,5260,3619,1498,881,617,273,170,103,220,122,98,71,71,0,5,3,2,165,102,63,605,490,115,22,18,4,844,709,135,0,0,0,965,734,231,248,237,11,164,110,54,0,0,0,110,92,18,273,249,24,752,634,118,200,80,120,437,125,312,5023,2195,2828
B0706,`33,`603,District - Chennai,Urban,70-79,3658,2326,1332,558,384,174,133,82,51,75,49,26,24,18,6,3,3,0,70,49,21,210,191,19,3,3,0,205,170,35,0,0,0,322,242,80,86,82,4,44,29,15,0,0,0,39,34,5,86,75,11,238,213,25,76,42,34,139,35,104,2463,1393,1070
B0706,`33,`603,District - Chennai,Urban,80+,1258,711,547,178,106,72,49,28,21,26,16,10,2,0,2,0,0,0,12,6,6,54,42,12,0,0,0,55,39,16,0,0,0,69,55,14,16,14,2,7,3,4,0,0,0,19,12,7,22,18,4,82,75,7,13,5,8,59,17,42,951,487,464
B0706,`33,`603,District - Chennai,Urban,Age not stated,284,158,126,20,13,7,8,5,3,1,1,0,0,0,0,0,0,0,3,0,3,18,11,7,6,6,0,33,27,6,0,0,0,13,6,7,10,8,2,5,5,0,0,0,0,9,6,3,0,0,0,29,24,5,6,3,3,0,0,0,163,69,94
B0706,`33,`604,District - Kancheepuram,Total,Total,261453,140758,120695,44701,22486,22215,14582,8832,5750,110020,49930,60090,6523,4326,2197,764,533,231,7385,3809,3576,26532,17819,8713,759,607,152,35868,22642,13226,19,16,3,11524,8387,3137,7574,7300,274,3131,2331,800,20,20,0,3548,2464,1084,2216,1794,422,8694,6302,2392,4432,1583,2849,6129,1249,4880,56434,23300,33134
B0706,`33,`604,District - Kancheepuram,Total,`5-9,4645,2371,2274,53,28,25,175,78,97,215,108,107,8,6,2,0,0,0,9,3,6,8,8,0,0,0,0,24,15,9,0,0,0,22,18,4,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,6,0,42,28,14,30,15,15,4153,2108,2045
B0706,`33,`604,District - Kancheepuram,Total,`10-14,6318,3268,3050,254,149,105,204,99,105,508,261,247,48,20,28,2,2,0,22,11,11,161,91,70,0,0,0,152,103,49,0,0,0,80,51,29,20,20,0,14,12,2,0,0,0,11,5,6,5,5,0,25,17,8,70,24,46,70,34,36,5180,2662,2518
B0706,`33,`604,District - Kancheepuram,Total,15-19,17737,9917,7820,2498,1435,1063,696,387,309,3662,1963,1699,280,174,106,31,25,6,310,147,163,3073,1446,1627,27,22,5,1188,947,241,0,0,0,789,519,270,293,290,3,159,132,27,0,0,0,68,51,17,56,50,6,350,199,151,141,56,85,300,102,198,8812,4842,3970
B0706,`33,`604,District - Kancheepuram,Total,20-24,32602,18392,14210,5719,3366,2353,1228,634,594,9282,4376,4906,506,332,174,47,34,13,626,380,246,5734,3743,1991,103,85,18,3676,2848,828,0,0,0,1477,1103,374,1239,1193,46,304,283,21,7,7,0,973,518,455,233,168,65,1428,975,453,682,168,514,696,176,520,10080,4735,5345
B0706,`33,`604,District - Kancheepuram,Total,25-29,35402,18878,16524,6054,3171,2883,1615,842,773,13358,5730,7628,660,458,202,135,84,51,989,452,537,4552,3175,1377,94,73,21,5425,3578,1847,4,4,0,1500,1210,290,1500,1473,27,388,304,84,2,2,0,1043,696,347,383,267,116,1386,1021,365,821,290,531,900,114,786,6701,2276,4425
B0706,`33,`604,District - Kancheepuram,Total,30-34,29941,15994,13947,5061,2459,2602,1471,827,644,12459,5356,7103,593,390,203,109,82,27,925,426,499,3582,2538,1044,88,65,23,4912,3060,1852,0,0,0,1476,1203,273,1168,1119,49,350,245,105,3,3,0,681,543,138,326,264,62,1075,785,290,633,232,401,791,143,648,4360,1172,3188
B0706,`33,`604,District - Kancheepuram,Total,35-39,31284,15502,15782,5443,2305,3138,1613,893,720,14724,5875,8849,823,503,320,124,86,38,1101,541,560,3048,1992,1056,129,102,27,5208,3060,2148,6,6,0,1499,1016,483,1107,1084,23,420,268,152,6,6,0,343,299,44,323,285,38,1126,688,438,573,193,380,871,141,730,3683,769,2914
B0706,`33,`604,District - Kancheepuram,Total,40-49,49135,25922,23213,8823,4235,4588,3081,1906,1175,25076,11046,14030,1698,1138,560,190,135,55,1644,838,806,3909,2894,1015,196,157,39,8139,4869,3270,3,0,3,2401,1663,738,1470,1400,70,760,535,225,2,2,0,230,188,42,465,377,88,1575,1212,363,805,279,526,1136,229,907,5178,1289,3889
B0706,`33,`604,District - Kancheepuram,Total,50-59,29844,16254,13590,5714,2710,3004,2312,1581,731,16532,7605,8927,1057,698,359,87,56,31,980,543,437,1573,1205,368,92,80,12,4321,2679,1642,6,6,0,1411,1033,378,546,508,38,427,307,120,0,0,0,115,86,29,314,273,41,1093,861,232,471,212,259,752,156,596,3469,1075,2394
B0706,`33,`604,District - Kancheepuram,Total,60-69,16909,9475,7434,3618,1806,1812,1462,1040,422,9965,5061,4904,551,361,190,34,26,8,548,305,243,666,560,106,25,18,7,2124,1077,1047,0,0,0,663,429,234,167,154,13,239,185,54,0,0,0,67,64,3,94,90,4,457,392,65,138,66,72,430,86,344,2897,1367,1530
B0706,`33,`604,District - Kancheepuram,Total,70-79,5742,3624,2118,1189,674,515,558,427,131,3373,2032,1341,258,211,47,3,3,0,198,147,51,139,103,36,5,5,0,554,319,235,0,0,0,160,110,50,32,27,5,53,45,8,0,0,0,12,9,3,11,9,2,132,118,14,36,18,18,111,31,80,1296,684,612
B0706,`33,`604,District - Kancheepuram,Total,80+,1476,912,564,230,127,103,147,111,36,780,479,301,29,23,6,2,0,2,33,16,17,42,42,0,0,0,0,85,52,33,0,0,0,30,26,4,14,14,0,11,9,2,0,0,0,0,0,0,6,6,0,33,20,13,9,9,0,42,22,20,443,210,233
B0706,`33,`604,District - Kancheepuram,Total,Age not stated,418,249,169,45,21,24,20,7,13,86,38,48,12,12,0,0,0,0,0,0,0,45,22,23,0,0,0,60,35,25,0,0,0,16,6,10,18,18,0,3,3,0,0,0,0,2,2,0,0,0,0,8,8,0,11,8,3,0,0,0,182,111,71
B0706,`33,`604,District - Kancheepuram,Rural,Total,157767,79426,78341,29065,12786,16279,12427,7484,4943,100333,44642,55691,4600,2834,1766,442,326,116,4242,2006,2236,12240,8056,4184,262,202,60,19726,9556,10170,4,4,0,3842,2508,1334,3056,2986,70,1060,778,282,4,4,0,428,338,90,496,386,110,2500,1586,914,1418,616,802,3386,714,2672,16366,7186,9180
B0706,`33,`604,District - Kancheepuram,Rural,`5-9,1665,827,838,18,8,10,110,44,66,193,97,96,8,6,2,0,0,0,6,0,6,8,8,0,0,0,0,18,12,6,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,8,6,0,6,1286,628,658
B0706,`33,`604,District - Kancheepuram,Rural,`10-14,2394,1215,1179,155,79,76,132,60,72,461,236,225,48,20,28,2,2,0,16,8,8,94,58,36,0,0,0,82,48,34,0,0,0,38,20,18,6,6,0,0,0,0,0,0,0,0,0,0,2,2,0,6,6,0,52,18,34,44,24,20,1566,786,780
B0706,`33,`604,District - Kancheepuram,Rural,15-19,9455,5133,4322,1508,810,698,581,327,254,3302,1742,1560,228,138,90,28,22,6,220,96,124,1916,808,1108,14,12,2,586,448,138,0,0,0,404,256,148,136,136,0,102,88,14,0,0,0,18,10,8,16,12,4,172,72,100,62,24,38,186,62,124,2992,1690,1302
B0706,`33,`604,District - Kancheepuram,Rural,20-24,18022,9945,8077,3170,1707,1463,973,505,468,8435,3895,4540,366,222,144,22,14,8,418,244,174,2994,2016,978,36,26,10,1928,1302,626,0,0,0,656,480,176,674,668,6,150,146,4,2,2,0,140,90,50,60,52,8,488,336,152,308,72,236,418,110,308,3124,1472,1652
B0706,`33,`604,District - Kancheepuram,Rural,25-29,20882,10499,10383,3920,1816,2104,1368,709,659,12210,5106,7104,506,326,180,80,54,26,614,272,342,2150,1554,596,24,22,2,2974,1520,1454,4,4,0,504,406,98,706,704,2,186,150,36,2,2,0,104,88,16,128,88,40,440,316,124,302,154,148,548,52,496,1952,788,1164
B0706,`33,`604,District - Kancheepuram,Rural,30-34,17827,8715,9112,3258,1389,1869,1254,701,553,11449,4793,6656,392,242,150,70,52,18,470,194,276,1504,1094,410,34,18,16,2778,1352,1426,0,0,0,430,310,120,458,438,20,130,94,36,0,0,0,64,56,8,72,52,20,234,162,72,154,72,82,438,100,338,1154,374,780
B0706,`33,`604,District - Kancheepuram,Rural,35-39,19685,8955,10730,3471,1212,2259,1414,782,632,13408,5257,8151,578,334,244,72,54,18,644,264,380,1206,784,422,46,34,12,3004,1382,1622,0,0,0,418,226,192,364,358,6,108,58,50,0,0,0,32,26,6,74,68,6,322,132,190,134,64,70,442,82,360,890,262,628
